"You Earn","You Earn"
"You Spend Points","You Spend Points"
"Spend Amount","Spend Amount"
"Rewards Discount","Rewards Discount"
"Spend Minimum Points","Spend Minimum Points"
"Spend Maximum Points","Spend Maximum Points"
