"Possible discount %1 %2","Possible discount %1 %2"
"Earn %1 %2","Earn %1 %2"
"Possible discount %1","Possible discount %1"
"Earn %1","Earn %1"
"Earning %1","Earning %1"
"Buy to earn %1","Buy to earn %1"
"You'll earn %1 for this item","You'll earn %1 for this item"
"Notification Rules' messages","Notification Rules' messages"
Template,Template
"Notification Rule Template","Notification Rule Template"
